pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
HAT-P-32 b,Published Confirmed,0,2.1500085,0.0000002,-0.0000002,0,273.3338,52.12412,-52.12412,0,1.22,0.02,-0.02,0,1.16,0.04,-0.04,0,,,,
HAT-P-32 b,Published Confirmed,0,2.15000825,0.00000012,-0.00000012,0,238.3725,41.3179,-41.3179,0,1.22,0.02,-0.02,0,1.16,0.04,-0.04,0,2.7,0.8,-0.8,0
HAT-P-32 b,Published Confirmed,0,2.150008,0.000001,-0.000001,0,273.322,52.122,-52.122,0,1.22,0.02,,0,1.16,0.04,,0,,,,
HAT-P-5 b,Published Confirmed,0,2.788491,0.000025,-0.000025,0,336.89,34.96,-34.96,0,1.17,0.05,-0.05,0,1.16,0.06,-0.06,0,2.6,1.8,-1.8,0
HAT-P-5 b,Published Confirmed,0,2.7884736,0.00000052,-0.00000052,0,324.1866,31.783,-31.783,0,1.17,0.05,-0.05,0,1.16,0.04,-0.08,0,2.6,2.1,-1.4,0
Kepler-17 b,Published Confirmed,0,1.48571091,0.00000021,-0.00000021,0,785.0401,38.1396,-34.9613,0,1.05,0.03,-0.03,0,1.16,0.06,-0.06,0,1.8,0,-1.8,0
Qatar-10 b,Published Confirmed,0,1.645321,0.00001,-0.00001,0,233.92288,28.6047,-28.6047,0,1.25,0.03,-0.03,0,1.16,0.07,-0.07,0,3.2,1.9,-1.9,0
WASP-31 b,Published Confirmed,0,3.4059096,0.000005,-0.000005,0,151.916,9.217,-9.217,0,1.25,0.03,,0,1.16,0.03,,0,,,,
WASP-31 b,Published Confirmed,0,3.405909,0.000005,-0.000005,0,151.92274,9.5349,-9.5349,0,1.24,0.04,-0.04,0,1.16,0.03,-0.03,0,,,,
WASP-55 b,Published Confirmed,0,4.4656291,0.0000011,-0.0000011,0,199.27941,12.07754,-12.39537,0,1.1,0.02,-0.02,0,1.16,0.04,-0.04,0,1.1,0.9,-0.6,0
HATS-50 b,Published Confirmed,0,3.8297015,0.0000046,-0.0000046,0,123.9537,31.783,-31.783,0,1.12,0.06,-0.06,0,1.17,0.04,-0.04,0,1.2,1.1,-1.1,0
Kepler-136 b,Published Confirmed,0,11.579,,,0,19.8,11.7,-10.4,0,1.19,,,0,1.17,,,0,,,,
WASP-31 b,Published Confirmed,0,3.405886,0.00000078,-0.00000078,0,155.41887,7.94575,-7.94575,0,1.25,0.03,-0.03,0,1.17,0.03,-0.03,0,1,3,-0.5,0
HD 80653 b,Published Confirmed,0,0.719573,0.000021,-0.000021,0,5.6,0.43,-0.43,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,2.67,1.2,-1.2,0
Kepler-74 b,Published Confirmed,0,7.340711,0.000006,-0.000006,0,200.22,38.14,-38.14,0,1.12,0.04,-0.04,0,1.18,0.04,-0.04,0,0.8,0.9,-0.5,0
Kepler-74 b,Published Confirmed,0,7.340711,0.000006,-0.000006,0,191.96932,27.96904,-29.87602,0,1.12,0.04,-0.04,0,1.18,0.04,-0.04,0,0.8,0.9,-0.5,0
WASP-97 b,Published Confirmed,0,2.07276,0.000001,-0.000001,0,432.2488,60.3877,-60.3877,0,1.08,0.06,-0.06,0,1.18,0.24,-0.24,0,,,,
CoRoT-4 b,Published Confirmed,0,9.20205,0.00037,-0.00037,0,232.33373,22.88376,-23.51942,0,1.15,0.09,-0.03,0,1.19,0.05,-0.05,0,0.8,2.7,-1,0
K2-232 b,Published Confirmed,0,11.168454,0.000023,-0.000023,0,126.49634,11.75971,-11.75971,0,1.16,0.02,-0.02,0,1.19,0.03,-0.03,0,1.43,0.82,-0.75,0
Kepler-31 c,Published Confirmed,0,42.632,,,0,29.5,9.6,-7,0,1.16,,,0,1.19,,,0,,,,
WASP-166 b,Published Confirmed,0,5.44354,0.000004,-0.000004,0,32.10083,1.58915,-1.58915,0,1.22,0.06,-0.06,0,1.19,0.06,-0.06,0,2.1,0.9,-0.9,0
WASP-60 b,Published Confirmed,0,4.305,0.000006,-0.000006,0,174.8065,60.3877,-60.3877,0,1.17,0.15,-0.15,0,1.19,0.61,-0.61,0,,,,
HAT-P-29 b,Published Confirmed,0,5.72339,0.000013,-0.000013,0,243.77561,14.93801,-14.30235,0,1.24,0.08,-0.07,0,1.2,0.06,-0.06,0,,,,
HATS-55 b,Published Confirmed,0,4.2042001,0.0000033,-0.0000033,0,292.72143,24.15508,-24.15508,0,1.13,0.01,-0.01,0,1.2,0.01,-0.01,0,0.4,0.29,-0.13,0
KOI-351 g,Published Confirmed,0,210.603,,,0,254.264,,,1,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,,,,
KOI-351 h,Published Confirmed,0,331.601,,,0,381.396,,,1,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,,,,
WTS-1 b,Published Confirmed,0,3.352057,0.000013,-0.000015,0,1274.44,111.24,-111.24,0,1.15,0.1,-0.12,0,1.2,0.1,-0.1,0,2.55,1.95,-1.95,0
HAT-P-29 b,Published Confirmed,0,5.723186,0.000049,-0.000049,0,247.261,24.154,-12.713,0,1.22,0.13,-0.07,0,1.21,0.05,-0.05,0,2.2,1,-1,0
HAT-P-29 b,Published Confirmed,0,5.72339,0.000001,-0.000001,0,214.85308,11.12405,-10.80622,0,1.22,0.13,-0.07,0,1.21,0.05,-0.05,0,2.2,1.1,-1.1,0
HATS-24 b,Published Confirmed,0,1.3484954,0.0000013,-0.0000013,0,775.5052,57.2094,-57.2094,0,1.17,0.03,-0.03,0,1.21,0.03,-0.03,0,0.88,0.67,-0.45,0
Kepler-31 c,Published Confirmed,0,42.6318,0.0005,-0.0005,0,1493.7,,,1,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,,,,
Kepler-31 d,Published Confirmed,0,87.6451,0.0014,-0.0014,0,2161.244,,,1,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,,,,
WASP-175 b,Published Confirmed,0,3.0652907,0.0000011,-0.0000016,0,314.6517,41.3179,-41.3179,0,1.2,0.06,-0.06,0,1.21,0.04,-0.04,0,1.745,0.995,-0.995,0
CoRoT-1 b,Published Confirmed,0,1.5089682,0.0000005,-0.0000005,0,390.9309,31.783,-31.783,0,1.23,0.02,-0.02,0,1.22,0.03,-0.03,0,1.6,0.5,-0.5,0
HAT-P-16 b,Published Confirmed,0,2.77596,0.000003,-0.000003,0,1332.605,29.875,-29.875,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,2,0.8,-0.8,0
HAT-P-16 b,Published Confirmed,0,2.7759712,0.0000015,-0.0000015,0,1341.56043,29.24036,-29.24036,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,2,0.8,-0.8,0
HATS-36 b,Published Confirmed,0,4.1752387,0.0000022,-0.0000022,0,1022.14128,19.70546,-19.70546,0,1.16,0.04,-0.04,0,1.22,0.03,-0.03,0,0.62,0.55,-0.55,0
OGLE-TR-10 b,Published Confirmed,0,3.1014,,,0,209.7678,66.7443,-66.7443,0,1.21,0.07,-0.07,0,1.22,0.04,-0.04,0,,,,
WASP-18 b,Published Confirmed,0,0.94124,0.00000234,-0.00000234,0,3314.82,,,0,1.23,,,0,1.22,,,0,,,,
WASP-18 c,Published Confirmed,0,2.1558,0.0064,-0.0064,0,55.2,12.3,-12.3,0,1.23,,,0,1.22,,,0,,,,
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,232.0159,12.7132,-12.7132,0,1.19,0.02,-0.02,0,1.23,0.09,-0.09,0,,,,
HAT-P-21 b,Published Confirmed,0,4.12448,0.000007,-0.000007,0,1547.8321,498.9931,-498.9931,0,1.21,0.17,-0.17,0,1.24,0.6,-0.6,0,,,,
HAT-P-30 b,Published Confirmed,0,2.810595,0.000005,-0.000005,0,225.968,8.899,-8.899,0,1.22,0.05,-0.05,0,1.24,0.04,-0.04,0,1,0.8,-0.5,0
HAT-P-30 b,Published Confirmed,0,2.810595,0.000005,-0.000005,0,237.10118,6.3566,-6.67443,0,1.22,0.05,-0.05,0,1.24,0.04,-0.04,0,1,0.8,-0.5,0
SWEEPS-4 b,Published Confirmed,0,4.2,,,0,1207.7,,,0,1.18,,,0,1.24,,,0,,,,
WASP-18 b,Published Confirmed,0,0.9414523,0.0000003,-0.0000003,0,3241.866,222.481,-228.8376,0,1.22,0.07,-0.05,0,1.25,0.13,-0.13,0,1,0.5,-0.5,0
WASP-22 b,Published Confirmed,0,3.53273064,0.0000007,-0.0000007,0,196.10111,8.89924,-5.72094,0,1.25,0.03,-0.03,0,1.25,0.07,-0.03,0,1.3,0.7,-1.7,0
